"program","sex","result"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
