"","company_location","review_date","country_of_bean_origin","cocoa_percent","no_ingredients","rating"
"1073","U.S.A.",2013,"Haiti",65,5,2.75
"1074","U.S.A.",2013,"Nicaragua",65,5,2.75
"1075","U.S.A.",2013,"Jamaica",65,5,3.25
"1076","U.S.A.",2013,"Ecuador",65,5,3.5
"1077","U.S.A.",2015,"Blend",70,5,3.75
"1078","Canada",2014,"Papua New Guinea",80,3,2.75
"1079","Canada",2014,"Blend",74,3,2.75
"1080","Canada",2014,"Blend",65,3,2.75
"1081","Canada",2014,"Blend",70,3,3
"1082","Canada",2014,"Blend",80,3,3
"1083","Canada",2014,"Dominican Republic",75,3,3.25
"1084","Canada",2014,"U.S.A.",66,3,3.25
"1085","Canada",2014,"Blend",70,3,3.5
"1086","Germany",2007,"Ecuador",77,4,2.5
"1087","Ecuador",2014,"Ecuador",55,4,2.75
"1088","Ecuador",2014,"Ecuador",70,4,3
"1089","U.S.A.",2015,"Brazil",67,3,3
"1090","U.S.A.",2015,"Brazil",77,3,3.5
"1091","U.S.A.",2015,"Brazil",74,3,3.5
"1092","U.S.A.",2016,"Brazil",85,3,3.25
"1093","U.S.A.",2018,"Brazil",75,3,3
"1094","U.K.",2019,"India",70,3,3
"1095","U.K.",2019,"Vietnam",70,3,3.25
"1096","U.S.A.",2019,"Peru",65,3,2.75
"1097","U.S.A.",2019,"Tanzania",72,3,3.25
"1098","U.S.A.",2019,"Dominican Republic",70,3,3.5
"1099","Mexico",2021,"Mexico",70,2,3.5
"1100","Germany",2016,"Peru",64,3,2.75
"1101","Netherlands",2019,"Indonesia",71,4,2.5
"1102","Netherlands",2019,"Blend",71,4,2.5
"1103","Netherlands",2019,"Venezuela",71,4,3
"1104","U.S.A.",2016,"Belize",70,3,3.25
"1105","U.S.A.",2016,"Costa Rica",74,3,3.5
"1106","U.S.A.",2014,"Bolivia",67,3,3
"1107","U.S.A.",2014,"Bolivia",67,3,3.5
"1108","U.S.A.",2014,"Ecuador",67,3,3.75
"1109","U.S.A.",2014,"U.S.A.",67,3,3.75
"1110","U.S.A.",2016,"U.S.A.",72,3,3.5
"1111","U.S.A.",2016,"Ecuador",70,3,3.5
"1112","U.S.A.",2016,"Ecuador",77,3,3.5
"1113","U.S.A.",2016,"Bolivia",68,3,3.75
"1114","U.S.A.",2016,"Bolivia",72,3,4
"1115","U.S.A.",2015,"Uganda",57,3,2.75
"1116","U.S.A.",2015,"Venezuela",74,3,3.5
"1117","U.S.A.",2021,"Ecuador",70,2,2.75
"1118","U.S.A.",2021,"Nicaragua",70,2,3.25
"1119","U.S.A.",2015,"Tanzania",70,2,2.75
"1120","U.S.A.",2015,"Madagascar",74,2,3
"1121","U.S.A.",2015,"Venezuela",70,2,3
"1122","U.S.A.",2015,"Ecuador",73,2,3.25
"1123","U.S.A.",2015,"Peru",70,2,3.25
"1124","U.S.A.",2018,"Peru",70,2,2.25
"1125","U.S.A.",2018,"Ecuador",73,2,2.5
"1126","U.S.A.",2018,"Madagascar",74,2,2.75
"1127","U.S.A.",2018,"Tanzania",70,2,3
"1128","U.S.A.",2018,"Dominican Republic",71,2,3.5
"1129","New Zealand",2016,"Madagascar",70,3,2.75
"1130","New Zealand",2016,"Venezuela",72,3,2.75
"1131","New Zealand",2016,"Dominican Republic",75,3,3.25
"1132","New Zealand",2016,"Peru",66,3,3.5
"1133","New Zealand",2019,"Venezuela",68,3,3.25
"1134","New Zealand",2019,"Ecuador",85,3,3.5
"1135","Ecuador",2009,"Ecuador",80,4,2
"1136","Ecuador",2009,"Ecuador",80,2,2.5
"1137","Ecuador",2009,"Ecuador",72,2,3
"1138","Ecuador",2009,"Ecuador",58,4,3.25
"1139","Ecuador",2009,"Ecuador",58,4,3.5
"1140","Israel",2009,"Ivory Coast",70,2,2.5
"1141","Israel",2009,"Dominican Republic",70,2,2.75
"1142","Israel",2009,"Peru",70,2,3.5
"1143","Israel",2009,"Dominican Republic",75,2,3.75
"1144","Israel",2015,"Ecuador",70,4,3.5
"1145","Israel",2015,"Madagascar",70,4,3.5
"1146","Israel",2015,"Trinidad",70,4,3.5
"1147","Israel",2015,"Venezuela",70,4,3.5
"1148","Israel",2016,"Peru",70,4,2.75
"1149","South Africa",2014,"Ecuador",72,2,2.5
"1150","U.K.",2013,"St. Lucia",70,2,4
"1151","U.K.",2015,"St. Lucia",70,2,2.75
"1152","U.K.",2018,"Colombia",75,4,2.75
"1153","U.K.",2019,"Honduras",72,4,3
"1154","U.K.",2019,"Tanzania",80,4,3
"1155","U.K.",2008,"Tanzania",75,4,2.75
"1156","U.K.",2008,"St. Lucia",72,3,3
"1157","U.K.",2008,"Sao Tome",72,4,3
"1158","U.K.",2010,"Venezuela",70,4,2.75
"1159","U.K.",2011,"Ecuador",80,4,3
"1160","U.K.",2011,"St. Lucia",65,4,3
"1161","U.K.",2011,"St. Lucia",65,4,3.25
"1162","U.K.",2012,"Madagascar",66,4,3.5
"1163","U.K.",2013,"Ecuador",100,1,2.5
"1164","U.K.",2013,"Trinidad",75,4,3
"1165","U.K.",2013,"Ecuador",90,2,3
"1166","U.K.",2013,"Madagascar",72,4,3
"1167","U.K.",2013,"Vietnam",80,4,3.5
"1168","U.K.",2013,"Ecuador",82,2,3.5
"1169","Canada",2013,"Venezuela",70,3,3.25
"1170","Canada",2013,"Venezuela",70,3,3.75
"1171","Canada",2014,"Bolivia",70,3,3
"1172","Canada",2014,"Bolivia",70,3,3
"1173","Canada",2014,"Nicaragua",70,3,3
"1174","Canada",2014,"Dominican Republic",70,3,3.5
"1175","Canada",2014,"Dominican Republic",70,3,3.75
"1176","Canada",2015,"Vietnam",70,3,3.5
"1177","Switzerland",2011,"Venezuela",72,3,3.25
"1178","Switzerland",2011,"Venezuela",72,3,3.5
"1179","Switzerland",2011,"Venezuela",72,3,3.75
"1180","Switzerland",2011,"Venezuela",72,3,3.75
"1181","Switzerland",2011,"Venezuela",72,3,3.75
"1182","Switzerland",2011,"Venezuela",74,3,4
"1183","Switzerland",2011,"Venezuela",70,3,4
"1184","Switzerland",2011,"Venezuela",72,3,4
"1185","Switzerland",2011,"Venezuela",72,3,4
"1186","Switzerland",2013,"Venezuela",72,3,3.75
"1187","India",2016,"India",61,4,2.5
"1188","U.S.A.",2014,"Honduras",77,3,3
"1189","U.S.A.",2017,"Vietnam",72,3,3.25
"1190","Scotland",2012,"Peru",72,4,2.75
"1191","Scotland",2012,"Peru",72,4,3
"1192","U.S.A.",2014,"Peru",72,2,2.25
"1193","U.S.A.",2014,"Belize",72,2,3.25
"1194","U.S.A.",2014,"Dominican Republic",72,2,3.25
"1195","U.S.A.",2014,"Madagascar",72,2,3.5
"1196","St.Vincent-Grenadines",2018,"St.Vincent-Grenadines",72,4,2.75
"1197","U.S.A.",2015,"Dominican Republic",70,2,2.75
"1198","U.S.A.",2015,"Belize",70,2,3.5
"1199","U.S.A.",2006,"Ghana",71,5,2
"1200","U.S.A.",2018,"Venezuela",72,3,3.25
"1201","U.S.A.",2017,"Jamaica",67,4,3
"1202","U.S.A.",2017,"Peru",75,4,3
"1203","U.S.A.",2017,"Venezuela",72,3,3.5
"1204","U.S.A.",2017,"Vietnam",65,4,3.5
"1205","U.S.A.",2017,"Ecuador",70,4,3.5
"1206","U.S.A.",2017,"Madagascar",68,5,3.5
"1207","U.S.A.",2017,"Ecuador",78,4,3.75
"1208","U.S.A.",2018,"India",66,4,3
"1209","U.S.A.",2018,"Colombia",73,4,3.25
"1210","U.S.A.",2018,"Trinidad",80,4,3.25
"1211","Czech Republic",2015,"Madagascar",63,2,2.75
"1212","Czech Republic",2020,"Venezuela",75,3,2.75
"1213","Thailand",2018,"Thailand",70,3,3
"1214","Thailand",2018,"Thailand",70,3,3.5
"1215","Thailand",2018,"Thailand",70,3,3.5
"1216","Thailand",2018,"Thailand",70,3,3.75
"1217","Dominican Republic",2013,"Dominican Republic",82,5,3
"1218","Dominican Republic",2013,"Dominican Republic",55,5,3.25
"1219","Dominican Republic",2013,"Dominican Republic",62,5,3.25
"1220","Dominican Republic",2013,"Dominican Republic",70,5,3.5
"1221","U.S.A.",2020,"Dominican Republic",68,4,3.75
"1222","U.S.A.",2020,"Dominican Republic",70,3,3.75
"1223","U.S.A.",2020,"Dominican Republic",67,4,3.75
"1224","Dominican Republic",2019,"Dominican Republic",70,3,3
"1225","U.S.A.",2019,"Dominican Republic",72,4,3
"1226","Dominican Republic",2019,"Dominican Republic",71.5,3,3.5
"1227","Dominican Republic",2019,"Dominican Republic",68,4,3.75
"1228","U.S.A.",2019,"Dominican Republic",65,4,3.75
"1229","Spain",2019,"Nicaragua",75,3,3
"1230","Spain",2019,"Peru",75,3,3
"1231","Spain",2019,"Tanzania",75,3,3.25
"1232","Ecuador",2008,"Ecuador",85,4,2.5
"1233","Ecuador",2008,"Ecuador",75,4,2.5
"1234","Ecuador",2008,"Ecuador",75,4,2.75
"1235","Ecuador",2008,"Ecuador",85,4,2.75
"1236","Ecuador",2008,"Ecuador",70,4,3
"1237","Ecuador",2008,"Ecuador",85,4,3
"1238","Ecuador",2008,"Ecuador",85,4,3
"1239","Ecuador",2008,"Ecuador",70,4,3.5
"1240","Canada",2021,"Philippines",70,3,3.25
"1241","Canada",2021,"Papua New Guinea",70,3,3.5
"1242","U.S.A.",2013,"Dominican Republic",70,3,3.75
"1243","Mexico",2009,"Mexico",72,5,2
"1244","Canada",2020,"Colombia",70,3,3.25
"1245","U.S.A.",2014,"Dominican Republic",60,2,3
"1246","Amsterdam",2017,"Belize",70,2,3
"1247","Amsterdam",2017,"Vietnam",70,2,3
"1248","Amsterdam",2017,"Mexico",70,2,3.25
"1249","Amsterdam",2018,"Madagascar",70,2,3
"1250","Amsterdam",2018,"Philippines",70,2,3.25
"1251","Amsterdam",2018,"Mexico",70,2,3.75
"1252","Netherlands",2019,"Colombia",70,2,3
"1253","Amsterdam",2019,"Papua New Guinea",70,2,3.25
"1254","U.S.A.",2014,"Peru",72,2,2.5
"1255","U.S.A.",2014,"Venezuela",72,3,2.75
"1256","U.S.A.",2014,"Belize",72,3,3
"1257","U.S.A.",2014,"Madagascar",72,3,3.25
"1258","U.S.A.",2014,"Belize",90,2,3.25
"1259","U.S.A.",2014,"Dominican Republic",72,3,3.25
"1260","U.S.A.",2014,"Dominican Republic",72,3,3.25
"1261","U.S.A.",2016,"Peru",70,4,2.75
"1262","U.S.A.",2016,"Haiti",70,4,3.25
"1263","U.S.A.",2016,"Brazil",70,4,3.75
"1264","U.S.A.",2016,"Ecuador",70,4,3.75
"1265","U.S.A.",2014,"Uganda",72.5,5,2.5
"1266","U.S.A.",2014,"Ecuador",72.5,5,2.5
"1267","U.S.A.",2014,"Dominican Republic",72.5,5,3
"1268","U.S.A.",2014,"Madagascar",72.5,5,3
"1269","U.S.A.",2009,"Bolivia",68,5,3
"1270","U.S.A.",2009,"Madagascar",64,5,3.5
"1271","U.S.A.",2010,"Venezuela",71,5,3
"1272","U.S.A.",2010,"Grenada",75,5,3.25
"1273","U.S.A.",2010,"Dominican Republic",74,5,3.75
"1274","U.S.A.",2011,"Ecuador",74,5,3.75
"1275","U.S.A.",2012,"Peru",74,5,3.25
"1276","U.S.A.",2012,"Venezuela",68,5,3.75
"1277","U.S.A.",2012,"Brazil",70,5,4
"1278","U.S.A.",2019,"Fiji",68,3,3
"1279","U.S.A.",2018,"Dominican Republic",70,2,3
"1280","U.S.A.",2018,"Peru",75,2,3
"1281","U.S.A.",2018,"Belize",70,4,3.25
"1282","U.S.A.",2018,"Guatemala",70,2,3.25
"1283","France",2018,"Belize",70,2,3.5
"1284","France",2018,"Guatemala",70,2,3.5
"1285","France",2019,"Peru",72,2,3.5
"1286","France",2008,"Blend",74,4,3.5
"1287","France",2009,"Blend",60,4,3
"1288","France",2009,"Ghana",68,4,3.25
"1289","France",2009,"Venezuela",69,4,3.5
"1290","France",2009,"Blend",60,4,3.75
"1291","France",2011,"Grenada",68,4,3.5
"1292","France",2012,"Dominican Republic",66,4,3.5
"1293","France",2013,"Blend",74,4,2.75
"1294","France",2013,"Tobago",60,4,3.25
"1295","France",2013,"Ecuador",56,4,3.25
"1296","Mexico",2018,"Mexico",70,2,3
"1297","Mexico",2018,"Mexico",70,2,3.5
"1298","Mexico",2018,"Mexico",70,2,3.5
"1299","France",2014,"Cuba",70,4,2.75
"1300","France",2014,"Blend",68,4,2.75
"1301","France",2015,"Madagascar",75,4,2.75
"1302","France",2015,"Vietnam",75,4,2.75
"1303","France",2015,"Cuba",75,4,3
"1304","France",2015,"Ivory Coast",75,4,3
"1305","France",2015,"Peru",75,4,3.25
"1306","France",2015,"Brazil",75,4,3.25
"1307","France",2015,"Sao Tome",75,4,3.5
"1308","France",2015,"Vietnam",75,4,3.75
"1309","U.S.A.",2012,"Venezuela",75,5,3
"1310","U.S.A.",2012,"Venezuela",75,5,3
"1311","U.S.A.",2012,"Blend",72,5,3
"1312","U.S.A.",2016,"Nicaragua",80,2,3.5
"1313","U.K.",2018,"Nicaragua",71,3,3
"1314","U.K.",2018,"Honduras",70,3,3.25
"1315","U.K.",2018,"Nicaragua",73,3,3.5
"1316","U.S.A.",2017,"Bolivia",74,3,3.75
"1317","Belgium",2019,"Colombia",70,3,2.75
"1318","Belgium",2019,"Costa Rica",70,3,3.25
"1319","Belgium",2019,"Peru",70,3,3.5
"1320","U.S.A.",2014,"Peru",70,2,3.5
"1321","U.S.A.",2015,"Costa Rica",70,2,3
"1322","U.S.A.",2015,"Bolivia",70,2,3.25
"1323","U.S.A.",2015,"Dominican Republic",70,2,3.25
"1324","U.S.A.",2015,"Trinidad",70,2,3.5
"1325","U.S.A.",2015,"Tanzania",70,2,3.5
"1326","U.S.A.",2016,"Liberia",70,2,3.25
"1327","U.S.A.",2017,"Belize",70,2,3.25
"1328","U.S.A.",2017,"Honduras",70,2,3.5
"1329","U.S.A.",2017,"Peru",70,3,4
"1330","U.S.A.",2018,"Ghana",70,3,3.75
"1331","U.S.A.",2019,"Jamaica",70,3,3.25
"1332","U.S.A.",2019,"Bolivia",70,3,3.25
"1333","U.S.A.",2021,"Sao Tome & Principe",70,3,3.5
"1334","U.S.A.",2021,"U.S.A.",70,3,3.75
"1335","Finland",2014,"Madagascar",71,3,3.5
"1336","Finland",2016,"Madagascar",70,2,3
"1337","U.S.A.",2012,"Blend",75,2,2.75
"1338","U.S.A.",2012,"Dominican Republic",74,2,3
"1339","U.S.A.",2012,"Peru",65,2,3.5
"1340","U.S.A.",2012,"Bolivia",68,2,3.5
"1341","U.S.A.",2012,"Bolivia",68,2,3.5
"1342","U.S.A.",2012,"Peru",68,2,3.75
"1343","Switzerland",2007,"Blend",85,4,3
"1344","U.S.A.",2020,"Sierra Leone",72,2,2.5
"1345","U.S.A.",2020,"India",72,2,3
"1346","U.S.A.",2020,"Vietnam",72,2,3
"1347","Puerto Rico",2013,"Puerto Rico",65,5,2.5
"1348","U.S.A.",2013,"U.S.A.",71,4,3
"1349","U.S.A.",2013,"U.S.A.",72,4,3
"1350","U.S.A.",2013,"U.S.A.",70,4,3.5
"1351","U.S.A.",2014,"U.S.A.",65,4,3.25
"1352","U.S.A.",2014,"U.S.A.",70,2,3.75
"1353","U.S.A.",2014,"U.S.A.",75,4,3.75
"1354","U.S.A.",2021,"Bolivia",70,3,2.75
"1355","U.S.A.",2021,"Belize",75,3,3
"1356","U.S.A.",2015,"Nicaragua",75,2,2
"1357","Taiwan",2018,"Nicaragua",75,2,2.5
"1358","Taiwan",2018,"Sumatra",70,2,3
"1359","Taiwan",2018,"Nicaragua",80,2,3.25
"1360","Taiwan",2018,"Nicaragua",78,2,3.5
"1361","Brazil",2017,"Brazil",81,2,3.25
"1362","Brazil",2018,"Brazil",70,2,3
"1363","Brazil",2021,"Brazil",70,3,3.25
"1364","U.K.",2020,"Papua New Guinea",72,3,3.25
"1365","Colombia",2010,"Blend",46,5,2.75
"1366","Colombia",2010,"Blend",60,5,3
"1367","Colombia",2010,"Blend",58,5,3
"1368","Colombia",2010,"Colombia",65,5,3.5
"1369","U.S.A.",2020,"India",72,3,3
"1370","U.S.A.",2020,"Madagascar",73,3,3.25
"1371","U.S.A.",2020,"Tanzania",75,3,3.25
"1372","U.S.A.",2020,"Uganda",68,3,3.25
"1373","U.S.A.",2020,"Ivory Coast",67,3,3.5
"1374","U.S.A.",2019,"Uganda",75,3,2.5
"1375","U.S.A.",2019,"Ghana",75,3,2.75
"1376","Madagascar",2008,"Madagascar",67,5,3.5
"1377","Madagascar",2008,"Madagascar",75,5,3.5
"1378","Madagascar",2008,"Madagascar",70,5,3.75
"1379","Madagascar",2008,"Madagascar",63,5,4
"1380","U.S.A.",2021,"Colombia",70,2,2.5
"1381","U.S.A.",2010,"Mexico",72,4,2.75
"1382","U.S.A.",2011,"Dominican Republic",70,4,2.5
"1383","U.S.A.",2011,"Costa Rica",70,4,2.75
"1384","U.S.A.",2012,"U.S.A.",70,4,3.25
"1385","U.S.A.",2012,"U.S.A.",70,4,3.25
"1386","U.S.A.",2012,"U.S.A.",70,4,3.5
"1387","U.S.A.",2013,"Puerto Rico",70,4,2.75
"1388","U.S.A.",2013,"U.S.A.",70,4,2.75
"1389","U.S.A.",2013,"Mexico",70,4,2.75
"1390","U.S.A.",2013,"Brazil",70,4,3.5
"1391","U.S.A.",2017,"Solomon Islands",73,2,3.5
"1392","Italy",2008,"Tanzania",75,4,2
"1393","Italy",2008,"Ecuador",70,4,3
"1394","Italy",2008,"Cuba",70,5,3.25
"1395","Italy",2008,"Dominican Republic",70,5,3.75
"1396","Italy",2010,"Ecuador",70,4,2
"1397","Madagascar",2007,"Madagascar",75,4,2.75
"1398","Madagascar",2007,"Madagascar",73,4,3.5
"1399","Philippines",2013,"Philippines",65,5,3.5
"1400","Thailand",2018,"Thailand",70,3,2.75
"1401","U.S.A.",2009,"U.S.A.",55,5,2.75
"1402","U.S.A.",2010,"U.S.A.",55,5,3.5
"1403","Sweden",2016,"Venezuela",70,3,3
"1404","U.S.A.",2012,"Dominican Republic",74,3,3.75
"1405","U.S.A.",2014,"Peru",74,3,2.5
"1406","U.S.A.",2014,"Venezuela",74,3,2.75
"1407","U.S.A.",2015,"Ecuador",74,2,2.5
"1408","Colombia",2014,"Colombia",70,4,2.75
"1409","U.S.A.",2012,"U.S.A.",72,3,2.75
"1410","U.S.A.",2012,"Peru",72,3,3
"1411","U.S.A.",2012,"Liberia",72,3,3.25
"1412","U.S.A.",2012,"U.S.A.",72,3,3.25
"1413","U.S.A.",2013,"U.S.A.",72,3,3.75
"1414","U.S.A.",2015,"Papua New Guinea",72,3,3.5
"1415","U.S.A.",2015,"Costa Rica",72,3,3.75
"1416","U.S.A.",2017,"Peru",70,3,3.25
"1417","U.S.A.",2019,"U.S.A.",70,3,3.5
"1418","Poland",2012,"Dominican Republic",70,2,3.25
"1419","Poland",2012,"Ecuador",70,2,3.25
"1420","Poland",2012,"Ghana",70,2,3.5
"1421","Poland",2014,"Colombia",85,2,3.5
"1422","Poland",2014,"Venezuela",70,2,3.75
"1423","Poland",2016,"Peru",70,3,3.5
"1424","Poland",2016,"Nicaragua",70,3,3.75
"1425","U.S.A.",2015,"Trinidad",70,3,2.75
"1426","U.S.A.",2015,"Colombia",75,3,2.75
"1427","U.S.A.",2015,"Tanzania",72,3,3
"1428","U.S.A.",2015,"Dominican Republic",70,3,3.5
"1429","U.S.A.",2015,"Peru",62,3,3.5
"1430","U.S.A.",2015,"Ecuador",70,3,3.5
"1431","U.S.A.",2015,"Nicaragua",70,3,3.5
"1432","U.S.A.",2015,"Peru",68,3,3.5
"1433","U.S.A.",2015,"Honduras",78,3,3.5
"1434","U.S.A.",2016,"Vietnam",75,3,3.25
"1435","U.S.A.",2017,"Vietnam",73,2,3
"1436","U.S.A.",2018,"Blend",72,3,3
"1437","U.S.A.",2018,"Mexico",72,3,3.25
"1438","U.S.A.",2018,"Dominican Republic",72,3,3.5
"1439","Peru",2016,"Peru",70,3,2.75
"1440","Peru",2021,"Peru",80,3,3.25
"1441","Peru",2021,"Peru",70,3,3.5
"1442","U.S.A.",2021,"Mexico",72,3,2.75
"1443","U.S.A.",2021,"Bolivia",72,3,2.75
"1444","U.S.A.",2021,"Brazil",72,3,3.25
"1445","Canada",2016,"Blend",75,2,3.25
"1446","U.S.A.",2018,"Haiti",75,2,2.75
"1447","Vietnam",2012,"Vietnam",80,3,3
"1448","Vietnam",2012,"Vietnam",76,3,3.5
"1449","Vietnam",2012,"Vietnam",72,3,3.5
"1450","Vietnam",2012,"Vietnam",70,3,3.5
"1451","Vietnam",2012,"Vietnam",78,3,3.5
"1452","Vietnam",2012,"Vietnam",74,3,3.5
"1453","Vietnam",2013,"Vietnam",75,3,3.5
"1454","Vietnam",2015,"Vietnam",85,2,3.25
"1455","Vietnam",2015,"Vietnam",68,2,3.5
"1456","Vietnam",2015,"Vietnam",70,2,3.75
"1457","Vietnam",2018,"Vietnam",75,3,3.5
"1458","U.S.A.",2013,"Dominican Republic",74,4,2.25
"1459","U.S.A.",2013,"Dominican Republic",89,4,2.5
"1460","Austria",2016,"Bolivia",76,3,2.75
"1461","Austria",2016,"Haiti",82,3,3
"1462","Austria",2016,"Colombia",74,3,3.25
"1463","U.S.A.",2010,"Venezuela",81,2,2.75
"1464","U.S.A.",2010,"Venezuela",75,2,3
"1465","U.S.A.",2010,"Dominican Republic",70,2,3.25
"1466","U.S.A.",2011,"Venezuela",81,2,2.75
"1467","U.S.A.",2011,"Papua New Guinea",71,2,2.75
"1468","U.S.A.",2011,"Venezuela",76,2,3
"1469","U.S.A.",2011,"Venezuela",70,2,3
"1470","U.S.A.",2011,"Peru",75,2,3
"1471","U.S.A.",2011,"Dominican Republic",73,2,3.25
"1472","U.S.A.",2011,"Blend",72,2,3.5
"1473","U.S.A.",2011,"Belize",70,2,3.5
"1474","U.S.A.",2011,"Dominican Republic",74,2,3.75
"1475","U.S.A.",2012,"Blend",72,2,2.5
"1476","U.S.A.",2012,"Venezuela",73,2,2.75
"1477","U.S.A.",2012,"Blend",73,2,3.5
"1478","U.S.A.",2014,"Blend",75,2,3.75
"1479","U.S.A.",2015,"Guatemala",76,2,3
"1480","U.S.A.",2015,"Tanzania",74,2,3.25
"1481","Australia",2013,"Vanuatu",72,3,3.5
"1482","Australia",2013,"Blend",70,3,3.75
"1483","Australia",2013,"Madagascar",68,3,4
"1484","Australia",2013,"Papua New Guinea",74,3,4
"1485","U.S.A.",2021,"U.S.A.",70,3,3.5
"1486","U.S.A.",2014,"Belize",70,2,3.25
"1487","U.S.A.",2014,"Dominican Republic",70,2,3.25
"1488","U.S.A.",2014,"Peru",82,2,3.25
"1489","U.S.A.",2014,"Peru",63,3,3.5
"1490","U.S.A.",2020,"U.S.A.",70,3,3
"1491","U.S.A.",2020,"Vietnam",75,3,3
"1492","U.S.A.",2020,"Madagascar",65,3,3.25
"1493","U.S.A.",2016,"Dominican Republic",72,2,3
"1494","Canada",2020,"Guatemala",70,3,2.5
"1495","Canada",2020,"Belize",70,3,3.25
"1496","U.S.A.",2014,"Bolivia",70,2,2.5
"1497","U.S.A.",2014,"Venezuela",70,2,2.75
"1498","U.S.A.",2014,"Belize",70,2,3
"1499","U.S.A.",2014,"Nicaragua",70,2,3
"1500","U.S.A.",2014,"Dominican Republic",70,2,3.5
"1501","Denmark",2019,"Ecuador",85,2,2.5
"1502","Denmark",2019,"Dominican Republic",70,2,2.75
"1503","Denmark",2019,"Philippines",70,2,3.25
"1504","Denmark",2019,"Tanzania",70,2,3.25
"1505","Madagascar",2012,"Madagascar",80,4,2.5
"1506","Madagascar",2012,"Madagascar",72,4,2.5
"1507","Honduras",2014,"Honduras",80,3,3.25
"1508","Honduras",2014,"Nicaragua",70,3,3.25
"1509","Honduras",2014,"Honduras",70,3,3.5
"1510","Honduras",2014,"Nicaragua",80,3,3.5
"1511","Honduras",2015,"El Salvador",80,3,2.75
"1512","Honduras",2015,"El Salvador",70,3,3
"1513","Brazil",2018,"Brazil",75,3,2.5
"1514","Sweden",2014,"Brazil",70,3,3
"1515","Sweden",2014,"Madagascar",72,3,3.5
"1516","Australia",2018,"Solomon Islands",72,3,3.25
"1517","Australia",2018,"Solomon Islands",67,3,3.75
"1518","Amsterdam",2015,"Blend",70,3,3.5
"1519","Germany",2018,"Peru",70,3,3.5
"1520","France",2006,"Blend",60,4,2
"1521","France",2006,"Blend",85,4,2
"1522","France",2006,"Blend",99,4,2
"1523","France",2006,"Sao Tome",70,4,3
"1524","France",2006,"Dominican Republic",67,4,3.75
"1525","France",2006,"Madagascar",65,4,3.75
"1526","France",2006,"Papua New Guinea",64,4,3.75
"1527","France",2007,"Venezuela",66,4,3.5
"1528","France",2007,"Sao Tome",67,4,3.5
"1529","France",2012,"Mexico",66,4,3.75
"1530","France",2017,"Colombia",69,4,3.25
"1531","France",2019,"Brazil",70,4,3
"1532","France",2019,"Guatemala",70,4,3.5
"1533","U.S.A.",2012,"Blend",65,4,1.5
"1534","U.S.A.",2012,"Bolivia",75,4,2
"1535","U.S.A.",2012,"Indonesia",70,4,2.5
"1536","U.S.A.",2013,"Dominican Republic",75,3,2.5
"1537","U.S.A.",2013,"Belize",80,4,3.25
"1538","U.S.A.",2015,"Tanzania",75,3,3.25
"1539","U.S.A.",2015,"Belize",80,3,3.5
"1540","U.S.A.",2015,"Trinidad",70,3,3.5
"1541","U.S.A.",2015,"Nicaragua",70,3,3.5
"1542","U.S.A.",2015,"Dominican Republic",75,3,3.75
"1543","U.S.A.",2015,"Venezuela",75,3,3.75
"1544","Belgium",2018,"Dominican Republic",70,3,3
"1545","Belgium",2018,"India",70,3,3.25
"1546","Belgium",2018,"Peru",70,3,3.25
"1547","Belgium",2018,"Belize",70,3,3.5
"1548","U.S.A.",2012,"Ecuador",70,4,3.5
"1549","U.S.A.",2013,"Ecuador",70,4,2.5
"1550","Belgium",2019,"Ecuador",70,3,3
"1551","Belgium",2019,"India",74,3,3
"1552","Belgium",2019,"Brazil",76,3,3
"1553","Belgium",2021,"Panama",75,3,2.75
"1554","Belgium",2021,"India",74,3,3
"1555","Belgium",2021,"Tanzania",90,3,3
"1556","Japan",2018,"Brazil",70,2,3
"1557","Japan",2018,"Vietnam",70,2,3.25
"1558","Japan",2018,"Madagascar",70,2,3.5
"1559","Japan",2018,"Peru",70,2,3.75
"1560","U.S.A.",2010,"Ecuador",77,3,2.75
"1561","U.S.A.",2019,"Ecuador",67,3,2.75
"1562","Japan",2016,"Haiti",70,2,3.5
"1563","U.A.E.",2017,"Papua New Guinea",72,2,3
"1564","U.A.E.",2017,"Madagascar",72,2,3.25
"1565","U.A.E.",2017,"India",65,3,3.5
"1566","U.A.E.",2017,"Vietnam",65,2,3.5
"1567","U.A.E.",2019,"Tanzania",72,3,3.75
"1568","Czech Republic",2020,"Vietnam",70,3,3.5
"1569","Brazil",2015,"Brazil",70,2,3.5
"1570","Brazil",2016,"Brazil",75,2,3.75
"1571","Brazil",2019,"Puerto Rico",70,3,3
"1572","U.S.A.",2010,"Belize",67,3,2.75
"1573","U.S.A.",2013,"Belize",72,3,3
"1574","U.S.A.",2013,"Belize",73,3,3.25
"1575","U.S.A.",2018,"Brazil",72,3,2.5
"1576","U.S.A.",2018,"Cameroon",68,2,3
"1577","U.S.A.",2019,"Sierra Leone",72,3,3
"1578","U.S.A.",2019,"Dominican Republic",70,2,3.5
"1579","U.S.A.",2019,"Tanzania",72,2,3.75
"1580","U.S.A.",2021,"Madagascar",70,3,2.75
"1581","U.S.A.",2021,"Dominican Republic",70,3,3.25
"1582","U.S.A.",2015,"Indonesia",70,2,2.75
"1583","U.S.A.",2015,"Dominican Republic",70,2,3
"1584","U.S.A.",2015,"Peru",70,2,3.25
