"year","age","gender","race","region","income","union","dem","educ"
"year1980",37,"female","white","NC","middle 1/3","yes",0,"College"
"year1980",22,"female","white","S","middle 1/3","no",0,"HS or less"
"year1980",51,"female","white","NC","middle 1/3","yes",1,"College"
"year1980",44,"female","white","W","upper 1/3","no",1,"College"
"year1980",67,"female","other","S","middle 1/3","no",0,"HS or less"
"year1980",40,"female","white","NC","lower 1/3","no",1,"HS or less"
"year1980",23,"male","white","S","lower 1/3","no",0,"HS or less"
"year1980",35,"male","white","S","lower 1/3","no",0,"HS or less"
"year1980",63,"male","white","S","middle 1/3","no",0,"HS or less"
"year1980",33,"female","white","NE","lower 1/3","no",0,"College"
"year1980",32,"male","white","S","upper 1/3","no",0,"College"
"year1980",64,"female","white","NC","upper 1/3","no",1,"HS or less"
"year1980",52,"male","white","S","upper 1/3","no",0,"College"
"year1980",45,"male","white","NC","upper 1/3","no",1,"College"
"year1980",38,"female","white","S","middle 1/3","no",0,"HS or less"
"year1980",41,"female","white","S","upper 1/3","no",0,"College"
"year1980",27,"female","white","S","middle 1/3","no",1,"College"
"year1980",28,"female","black","S","upper 1/3","yes",1,"HS or less"
"year1980",32,"male","white","S","upper 1/3","yes",1,"College"
"year1980",33,"male","white","NE","middle 1/3","no",0,"College"
"year1980",59,"male","white","W","middle 1/3","no",0,"HS or less"
"year1980",27,"female","white","NE","upper 1/3","no",0,"College"
"year1980",68,"female","white","W","middle 1/3","yes",1,"HS or less"
"year1980",59,"female","white","NC","lower 1/3","no",1,"HS or less"
"year1980",25,"male","white","S","upper 1/3","yes",1,"HS or less"
"year1980",30,"female","black","S","lower 1/3","no",1,"College"
"year1980",27,"male","white","NC","upper 1/3","no",0,"College"
"year1980",52,"female","white","NE","middle 1/3","no",0,"HS or less"
"year1980",19,"male","black","NE","lower 1/3","no",0,"HS or less"
"year1980",54,"female","white","S","middle 1/3","no",0,"College"
"year1980",26,"female","white","W","middle 1/3","yes",0,"College"
"year1980",22,"male","white","NC","middle 1/3","yes",0,"HS or less"
"year1980",38,"male","white","NC","upper 1/3","no",0,"College"
"year1980",32,"male","white","NC","upper 1/3","yes",1,"HS or less"
"year1980",34,"female","white","NC","upper 1/3","yes",1,"HS or less"
"year1980",51,"male","white","S","upper 1/3","no",0,"College"
"year1980",59,"male","white","NE","middle 1/3","no",0,"HS or less"
"year1980",54,"female","white","NE","upper 1/3","no",0,"College"
"year1980",34,"female","white","W","middle 1/3","no",0,"College"
"year1980",51,"female","white","NE","upper 1/3","no",0,"HS or less"
"year1980",51,"female","white","NC","middle 1/3","no",0,"College"
"year1980",36,"female","other","S","lower 1/3","no",1,"College"
"year1980",25,"male","white","W","middle 1/3","yes",0,"HS or less"
"year1980",58,"female","white","S","middle 1/3","no",0,"College"
"year1980",75,"female","white","NC","lower 1/3","no",0,"HS or less"
"year1980",33,"female","white","NC","middle 1/3","no",1,"College"
"year1980",31,"female","white","NE","middle 1/3","yes",0,"HS or less"
"year1980",49,"male","white","NC","upper 1/3","yes",1,"HS or less"
"year1980",27,"female","white","W","upper 1/3","no",0,"College"
"year1980",31,"female","white","S","upper 1/3","no",0,"College"
"year1980",51,"female","white","W","lower 1/3","no",1,"HS or less"
"year1980",38,"female","white","S","lower 1/3","no",0,"HS or less"
"year1980",71,"female","white","NC","lower 1/3","no",0,"College"
"year1980",23,"male","white","S","middle 1/3","no",0,"College"
"year1980",49,"male","white","S","upper 1/3","no",0,"HS or less"
"year1980",48,"female","white","W","middle 1/3","no",0,"College"
"year1980",59,"male","white","S","middle 1/3","no",0,"College"
"year1980",73,"female","white","S","lower 1/3","no",0,"College"
"year1980",21,"male","white","S","lower 1/3","no",1,"College"
"year1980",24,"male","white","NC","upper 1/3","no",0,"HS or less"
"year1980",50,"female","white","NC","middle 1/3","no",0,"HS or less"
"year1980",38,"male","white","W","upper 1/3","no",0,"HS or less"
"year1980",26,"male","white","NE","lower 1/3","yes",0,"HS or less"
"year1980",39,"male","white","W","middle 1/3","no",0,"College"
"year1980",41,"male","white","W","middle 1/3","no",0,"HS or less"
"year1980",59,"female","black","NE","lower 1/3","no",0,"HS or less"
"year1980",63,"female","white","S","lower 1/3","no",1,"HS or less"
"year1980",36,"female","black","NE","middle 1/3","yes",1,"HS or less"
"year1980",45,"female","white","W","middle 1/3","no",1,"HS or less"
"year1980",28,"female","white","NC","middle 1/3","no",0,"College"
"year1980",43,"female","black","NE","middle 1/3","no",1,"HS or less"
"year1980",20,"female","white","NE","middle 1/3","no",1,"College"
"year1980",83,"female","white","NE","middle 1/3","yes",0,"HS or less"
"year1980",47,"female","white","NC","middle 1/3","no",0,"HS or less"
"year1980",20,"male","white","S","lower 1/3","no",0,"HS or less"
"year1980",35,"male","white","NC","lower 1/3","no",0,"College"
"year1980",60,"female","white","NC","lower 1/3","no",0,"HS or less"
"year1980",40,"male","black","S","middle 1/3","yes",1,"College"
"year1980",40,"male","white","NC","upper 1/3","yes",0,"HS or less"
"year1980",65,"female","white","NE","upper 1/3","no",0,"HS or less"
"year1980",21,"female","white","S","lower 1/3","no",0,"HS or less"
"year1980",68,"male","white","NC","lower 1/3","no",1,"College"
"year1980",33,"female","white","S","upper 1/3","no",0,"College"
"year1980",78,"male","white","NC","lower 1/3","no",1,"HS or less"
"year1980",71,"female","white","NC","lower 1/3","no",1,"HS or less"
"year1980",43,"male","white","S","lower 1/3","no",0,"HS or less"
"year1980",35,"female","white","NC","middle 1/3","yes",0,"College"
"year1980",20,"male","white","W","upper 1/3","yes",0,"College"
"year1980",38,"female","other","W","upper 1/3","yes",1,"College"
"year1980",72,"female","white","NE","lower 1/3","no",1,"HS or less"
"year1980",72,"female","white","NE","lower 1/3","no",1,"HS or less"
"year1980",49,"male","white","W","upper 1/3","no",0,"College"
"year1980",56,"male","white","NE","middle 1/3","no",0,"College"
"year1980",19,"male","black","S","upper 1/3","no",1,"College"
"year1980",54,"female","white","NE","middle 1/3","no",0,"HS or less"
"year1980",63,"male","white","NE","middle 1/3","no",1,"College"
"year1980",56,"female","white","W","middle 1/3","yes",0,"HS or less"
"year1980",84,"female","white","NE","lower 1/3","no",1,"College"
"year1980",29,"female","white","S","upper 1/3","no",1,"HS or less"
"year1980",77,"male","white","S","lower 1/3","no",1,"HS or less"
"year1980",47,"female","white","W","lower 1/3","no",1,"HS or less"
"year1980",72,"female","white","NE","lower 1/3","no",1,"College"
"year1980",46,"female","white","NE","upper 1/3","no",0,"HS or less"
"year1980",26,"male","white","NC","middle 1/3","no",0,"College"
"year1980",53,"female","black","NE","lower 1/3","no",1,"HS or less"
"year1980",59,"male","white","S","middle 1/3","no",1,"HS or less"
"year1980",51,"female","white","NE","middle 1/3","no",0,"College"
"year1980",22,"male","white","W","middle 1/3","no",0,"College"
"year1980",69,"female","white","NE","lower 1/3","no",1,"HS or less"
"year1980",79,"female","white","NE","lower 1/3","no",0,"HS or less"
"year1980",40,"male","white","NE","middle 1/3","no",1,"HS or less"
"year1980",30,"female","white","W","middle 1/3","no",1,"College"
"year1980",28,"female","white","NE","lower 1/3","no",1,"HS or less"
"year1980",52,"male","white","S","upper 1/3","no",0,"College"
"year1980",60,"male","white","NE","upper 1/3","no",1,"HS or less"
"year1980",75,"female","white","S","lower 1/3","no",1,"HS or less"
"year1980",64,"female","white","W","upper 1/3","no",1,"College"
"year1980",37,"male","white","S","upper 1/3","no",0,"HS or less"
"year1980",30,"male","white","W","upper 1/3","no",1,"College"
"year1980",63,"male","white","W","upper 1/3","no",1,"HS or less"
"year1980",53,"male","white","NC","upper 1/3","yes",1,"HS or less"
"year1980",31,"male","white","W","middle 1/3","yes",1,"HS or less"
"year1980",38,"male","white","NC","middle 1/3","yes",1,"HS or less"
"year1980",33,"female","white","S","lower 1/3","no",1,"HS or less"
"year1980",65,"male","white","NE","middle 1/3","no",0,"HS or less"
"year1980",48,"female","white","NC","upper 1/3","no",0,"HS or less"
"year1980",57,"female","white","S","middle 1/3","yes",1,"HS or less"
"year1980",36,"male","white","W","middle 1/3","yes",1,"HS or less"
"year1980",50,"female","white","W","upper 1/3","no",1,"HS or less"
"year1980",80,"female","white","S","lower 1/3","no",0,"HS or less"
"year1980",51,"female","black","S","upper 1/3","yes",1,"HS or less"
"year1980",32,"female","white","NE","middle 1/3","no",1,"HS or less"
"year1980",46,"male","white","S","middle 1/3","no",0,"College"
"year1980",40,"female","white","S","middle 1/3","no",1,"College"
"year1980",34,"female","white","S","upper 1/3","no",1,"College"
"year1980",33,"female","other","S","upper 1/3","no",1,"College"
"year1980",27,"female","white","S","middle 1/3","no",0,"HS or less"
"year1980",30,"female","white","S","upper 1/3","no",0,"College"
"year1980",62,"male","white","S","lower 1/3","no",1,"HS or less"
"year1980",33,"male","white","S","upper 1/3","no",0,"College"
"year1980",46,"male","white","S","upper 1/3","no",0,"HS or less"
"year1980",53,"male","white","S","middle 1/3","no",0,"HS or less"
"year1980",68,"female","white","S","lower 1/3","no",1,"HS or less"
"year1980",56,"male","white","S","middle 1/3","yes",1,"HS or less"
"year1980",35,"female","white","S","upper 1/3","no",0,"College"
"year1980",67,"male","black","W","lower 1/3","no",1,"HS or less"
"year1980",36,"female","black","W","lower 1/3","no",1,"College"
"year1980",71,"male","black","W","middle 1/3","yes",1,"HS or less"
"year1980",52,"female","black","W","lower 1/3","no",1,"College"
"year1980",19,"male","black","W","middle 1/3","no",1,"HS or less"
"year1980",29,"female","black","W","lower 1/3","no",1,"College"
"year1980",59,"female","black","W","lower 1/3","no",1,"HS or less"
"year1980",36,"male","black","W","middle 1/3","yes",1,"HS or less"
"year1980",61,"male","black","W","upper 1/3","yes",1,"HS or less"
"year1980",27,"female","black","W","lower 1/3","no",1,"HS or less"
"year1980",71,"female","black","W","lower 1/3","no",1,"College"
"year1980",59,"female","black","W","lower 1/3","no",1,"HS or less"
"year1980",33,"male","black","W","upper 1/3","yes",1,"College"
"year1980",40,"female","white","S","middle 1/3","no",1,"College"
"year1980",34,"female","white","S","upper 1/3","no",1,"College"
"year1980",33,"female","other","S","upper 1/3","no",1,"College"
"year1980",27,"female","white","S","middle 1/3","no",0,"HS or less"
"year1980",30,"female","white","S","upper 1/3","no",0,"College"
"year1980",62,"male","white","S","lower 1/3","no",1,"HS or less"
"year1980",33,"male","white","S","upper 1/3","no",0,"College"
"year1980",46,"male","white","S","upper 1/3","no",0,"HS or less"
"year1980",53,"male","white","S","middle 1/3","no",0,"HS or less"
"year1980",68,"female","white","S","lower 1/3","no",1,"HS or less"
"year1980",56,"male","white","S","middle 1/3","yes",1,"HS or less"
"year1980",35,"female","white","S","upper 1/3","no",0,"College"
"year2000",63,"male","white","NE","middle 1/3","yes",1,"College"
"year2000",40,"female","white","NE","middle 1/3","no",0,"College"
"year2000",43,"male","white","NE","upper 1/3","no",0,"College"
"year2000",47,"female","white","NE","middle 1/3","yes",1,"College"
"year2000",26,"female","black","NE","upper 1/3","yes",1,"College"
"year2000",48,"female","white","NC","middle 1/3","no",1,"HS or less"
"year2000",37,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",18,"female","white","NC","middle 1/3","no",0,"HS or less"
"year2000",31,"male","other","W","upper 1/3","yes",0,"College"
"year2000",18,"female","other","W","lower 1/3","yes",0,"HS or less"
"year2000",22,"female","white","S","middle 1/3","no",1,"College"
"year2000",44,"female","white","S","upper 1/3","no",0,"College"
"year2000",72,"male","other","NC","lower 1/3","no",0,"HS or less"
"year2000",43,"female","white","W","upper 1/3","no",1,"HS or less"
"year2000",57,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",43,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",63,"female","white","W","lower 1/3","no",0,"College"
"year2000",40,"female","other","NC","lower 1/3","no",1,"HS or less"
"year2000",44,"female","white","W","upper 1/3","no",1,"College"
"year2000",29,"male","white","S","middle 1/3","yes",0,"College"
"year2000",63,"male","white","S","middle 1/3","no",1,"HS or less"
"year2000",57,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",39,"female","other","S","upper 1/3","no",1,"College"
"year2000",68,"male","other","S","lower 1/3","no",0,"HS or less"
"year2000",22,"female","white","W","middle 1/3","no",0,"HS or less"
"year2000",76,"female","white","S","lower 1/3","no",0,"College"
"year2000",59,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",30,"female","white","W","middle 1/3","no",1,"College"
"year2000",67,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",43,"female","white","W","middle 1/3","yes",1,"HS or less"
"year2000",34,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",23,"female","other","NE","upper 1/3","yes",0,"College"
"year2000",30,"female","white","NC","upper 1/3","no",0,"College"
"year2000",37,"male","white","S","middle 1/3","no",1,"HS or less"
"year2000",47,"male","white","NC","upper 1/3","no",0,"College"
"year2000",50,"male","white","S","lower 1/3","no",0,"College"
"year2000",37,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",45,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",51,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",34,"male","white","S","lower 1/3","no",1,"HS or less"
"year2000",56,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",60,"female","white","NE","middle 1/3","no",1,"College"
"year2000",58,"female","white","NC","middle 1/3","no",0,"HS or less"
"year2000",38,"female","white","NC","upper 1/3","no",0,"College"
"year2000",58,"female","white","S","middle 1/3","no",1,"College"
"year2000",30,"male","black","S","lower 1/3","no",0,"HS or less"
"year2000",37,"female","white","NC","upper 1/3","yes",1,"HS or less"
"year2000",46,"male","white","W","middle 1/3","no",1,"College"
"year2000",54,"male","white","W","middle 1/3","no",0,"College"
"year2000",84,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",47,"male","white","NC","lower 1/3","no",1,"College"
"year2000",40,"female","white","NC","middle 1/3","no",0,"College"
"year2000",24,"female","white","S","lower 1/3","no",0,"College"
"year2000",37,"female","white","S","upper 1/3","no",0,"College"
"year2000",34,"female","white","S","middle 1/3","no",1,"College"
"year2000",64,"female","white","NC","lower 1/3","no",0,"College"
"year2000",34,"female","other","S","lower 1/3","no",1,"HS or less"
"year2000",82,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",56,"male","white","S","upper 1/3","no",0,"College"
"year2000",25,"male","other","S","upper 1/3","no",1,"College"
"year2000",47,"female","white","S","middle 1/3","no",0,"College"
"year2000",57,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",49,"male","white","S","upper 1/3","no",0,"College"
"year2000",35,"female","white","NC","middle 1/3","no",1,"HS or less"
"year2000",45,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",51,"female","white","NC","middle 1/3","no",1,"College"
"year2000",78,"male","white","W","lower 1/3","no",0,"College"
"year2000",42,"female","black","NC","upper 1/3","yes",1,"College"
"year2000",51,"female","white","S","upper 1/3","no",0,"HS or less"
"year2000",35,"female","white","W","upper 1/3","no",0,"College"
"year2000",42,"male","white","NE","upper 1/3","no",0,"College"
"year2000",36,"male","white","NC","upper 1/3","no",0,"College"
"year2000",48,"male","white","NE","upper 1/3","no",1,"College"
"year2000",40,"female","white","S","middle 1/3","no",0,"College"
"year2000",33,"male","black","S","middle 1/3","no",1,"College"
"year2000",29,"female","white","S","lower 1/3","no",1,"College"
"year2000",66,"male","white","NC","middle 1/3","no",0,"HS or less"
"year2000",61,"female","white","NC","lower 1/3","no",1,"College"
"year2000",74,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",65,"female","white","NC","lower 1/3","no",1,"College"
"year2000",55,"female","white","NC","lower 1/3","no",0,"College"
"year2000",62,"female","white","S","lower 1/3","no",1,"College"
"year2000",45,"male","white","S","upper 1/3","no",0,"College"
"year2000",51,"female","white","S","upper 1/3","no",1,"College"
"year2000",60,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",65,"male","white","NC","middle 1/3","no",0,"College"
"year2000",37,"female","white","S","middle 1/3","no",1,"College"
"year2000",82,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",61,"male","black","S","middle 1/3","no",1,"HS or less"
"year2000",57,"male","white","S","lower 1/3","no",1,"College"
"year2000",57,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",56,"female","white","NE","upper 1/3","yes",1,"College"
"year2000",81,"male","white","S","lower 1/3","no",0,"College"
"year2000",35,"female","white","S","upper 1/3","no",0,"College"
"year2000",55,"male","white","W","middle 1/3","no",1,"College"
"year2000",33,"female","white","NC","middle 1/3","no",1,"College"
"year2000",22,"female","white","W","lower 1/3","no",0,"HS or less"
"year2000",78,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",79,"female","white","W","lower 1/3","no",0,"College"
"year2000",77,"female","white","S","lower 1/3","no",1,"College"
"year2000",73,"female","white","NE","lower 1/3","no",0,"College"
"year2000",44,"female","other","W","middle 1/3","no",1,"College"
"year2000",74,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",88,"female","white","NC","lower 1/3","no",1,"College"
"year2000",29,"female","white","NC","lower 1/3","no",0,"College"
"year2000",76,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",45,"female","black","W","lower 1/3","no",1,"College"
"year2000",50,"female","white","NC","upper 1/3","yes",0,"College"
"year2000",37,"male","other","W","middle 1/3","no",1,"HS or less"
"year2000",51,"female","white","NC","upper 1/3","no",1,"College"
"year2000",35,"male","white","NC","lower 1/3","no",0,"HS or less"
"year2000",36,"female","white","W","middle 1/3","no",0,"HS or less"
"year2000",27,"male","white","S","middle 1/3","no",0,"College"
"year2000",32,"male","white","NE","middle 1/3","no",0,"HS or less"
"year2000",67,"male","white","S","middle 1/3","no",0,"College"
"year2000",56,"female","white","NE","middle 1/3","yes",1,"HS or less"
"year2000",39,"male","other","S","lower 1/3","no",0,"HS or less"
"year2000",68,"female","white","S","middle 1/3","no",0,"College"
"year2000",46,"female","other","S","upper 1/3","no",0,"College"
"year2000",63,"male","white","W","middle 1/3","no",0,"College"
"year2000",46,"female","white","NE","upper 1/3","no",1,"HS or less"
"year2000",40,"male","white","NE","middle 1/3","no",0,"HS or less"
"year2000",59,"female","white","NC","upper 1/3","no",0,"HS or less"
"year2000",41,"female","white","NE","upper 1/3","no",0,"College"
"year2000",54,"male","white","S","upper 1/3","no",0,"College"
"year2000",30,"male","white","S","lower 1/3","no",0,"College"
"year2000",62,"female","other","W","middle 1/3","yes",1,"HS or less"
"year2000",53,"male","white","NE","middle 1/3","no",1,"College"
"year2000",56,"female","white","NC","middle 1/3","no",0,"College"
"year2000",52,"female","white","S","lower 1/3","no",1,"College"
"year2000",72,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",31,"male","white","W","upper 1/3","no",0,"College"
"year2000",37,"female","white","W","upper 1/3","no",1,"College"
"year2000",32,"female","white","NC","lower 1/3","no",0,"College"
"year2000",36,"male","white","S","middle 1/3","no",0,"College"
"year2000",57,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",32,"female","white","S","lower 1/3","no",0,"College"
"year2000",72,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",43,"male","black","S","lower 1/3","yes",1,"HS or less"
"year2000",70,"male","white","W","middle 1/3","no",1,"College"
"year2000",46,"male","white","NE","middle 1/3","no",1,"College"
"year2000",66,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",34,"male","white","W","middle 1/3","no",0,"College"
"year2000",30,"female","white","NE","middle 1/3","no",0,"HS or less"
"year2000",26,"male","white","W","lower 1/3","no",0,"College"
"year2000",62,"male","white","NE","lower 1/3","no",0,"College"
"year2000",28,"male","white","NC","middle 1/3","no",1,"HS or less"
"year2000",65,"female","white","NC","middle 1/3","no",1,"College"
"year2000",84,"female","white","S","lower 1/3","no",1,"College"
"year2000",35,"male","black","S","middle 1/3","no",0,"College"
"year2000",51,"female","other","W","lower 1/3","no",1,"College"
"year2000",31,"male","other","NC","middle 1/3","no",1,"HS or less"
"year2000",54,"male","white","W","upper 1/3","no",1,"College"
"year2000",28,"male","white","S","middle 1/3","no",0,"College"
"year2000",82,"female","other","NC","lower 1/3","no",1,"HS or less"
"year2000",50,"male","white","NC","middle 1/3","no",0,"College"
"year2000",75,"female","white","S","middle 1/3","yes",0,"College"
"year2000",90,"female","white","NC","lower 1/3","no",0,"College"
"year2000",50,"female","white","NE","middle 1/3","yes",1,"College"
"year2000",42,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",29,"female","white","W","upper 1/3","no",0,"College"
"year2000",60,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",59,"female","white","NC","lower 1/3","no",0,"College"
"year2000",55,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",30,"female","white","NE","lower 1/3","no",1,"College"
"year2000",79,"male","white","NC","lower 1/3","no",0,"HS or less"
"year2000",24,"female","white","NC","middle 1/3","no",0,"HS or less"
"year2000",46,"male","white","NC","upper 1/3","yes",0,"College"
"year2000",56,"male","white","S","upper 1/3","no",0,"College"
"year2000",64,"male","other","S","lower 1/3","no",0,"College"
"year2000",70,"male","white","S","middle 1/3","no",1,"College"
"year2000",66,"female","white","NC","upper 1/3","no",0,"HS or less"
"year2000",78,"male","white","NC","lower 1/3","no",0,"HS or less"
"year2000",40,"female","other","NC","lower 1/3","no",0,"College"
"year2000",89,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",30,"male","white","NC","lower 1/3","no",0,"College"
"year2000",41,"female","white","S","middle 1/3","no",0,"College"
"year2000",74,"female","white","S","lower 1/3","no",1,"College"
"year2000",53,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",24,"female","white","S","middle 1/3","no",0,"College"
"year2000",43,"male","white","S","upper 1/3","no",1,"College"
"year2000",22,"male","white","S","lower 1/3","no",1,"College"
"year2000",57,"female","black","S","middle 1/3","no",1,"College"
"year2000",36,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",44,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",36,"male","white","W","lower 1/3","yes",0,"HS or less"
"year2000",49,"female","other","W","lower 1/3","no",0,"College"
"year2000",51,"female","white","S","middle 1/3","no",0,"College"
"year2000",57,"male","white","S","lower 1/3","no",0,"College"
"year2000",75,"female","white","NC","upper 1/3","no",1,"College"
"year2000",24,"male","black","S","lower 1/3","yes",1,"HS or less"
"year2000",64,"male","white","S","lower 1/3","no",1,"College"
"year2000",38,"female","white","W","upper 1/3","yes",1,"College"
"year2000",82,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",71,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",35,"male","white","NE","upper 1/3","yes",1,"College"
"year2000",58,"male","white","S","lower 1/3","no",1,"College"
"year2000",55,"male","white","NC","upper 1/3","no",1,"College"
"year2000",59,"female","white","W","middle 1/3","no",0,"HS or less"
"year2000",84,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",43,"male","white","S","lower 1/3","no",0,"College"
"year2000",24,"female","white","NE","upper 1/3","no",0,"College"
"year2000",43,"female","white","S","middle 1/3","no",0,"College"
"year2000",51,"male","white","S","lower 1/3","no",1,"College"
"year2000",74,"male","white","W","middle 1/3","no",1,"College"
"year2000",40,"male","white","NC","upper 1/3","no",0,"College"
"year2000",39,"male","white","NE","upper 1/3","no",0,"College"
"year2000",61,"female","other","NC","lower 1/3","yes",1,"HS or less"
"year2000",63,"female","white","S","upper 1/3","no",0,"College"
"year2000",31,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",61,"male","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",58,"female","white","S","middle 1/3","no",0,"College"
"year2000",51,"female","white","W","upper 1/3","no",0,"College"
"year2000",82,"female","white","S","lower 1/3","no",1,"College"
"year2000",82,"male","white","NE","lower 1/3","no",0,"HS or less"
"year2000",72,"male","white","NC","lower 1/3","yes",0,"HS or less"
"year2000",72,"female","white","NE","middle 1/3","yes",0,"College"
"year2000",70,"female","other","S","middle 1/3","no",0,"HS or less"
"year2000",51,"female","white","NC","upper 1/3","no",0,"College"
"year2000",26,"male","white","NC","middle 1/3","no",0,"College"
"year2000",33,"female","white","NC","lower 1/3","no",1,"College"
"year2000",58,"female","white","W","upper 1/3","no",1,"College"
"year2000",37,"female","black","NC","middle 1/3","no",1,"College"
"year2000",54,"male","white","NC","upper 1/3","no",0,"College"
"year2000",22,"male","white","W","upper 1/3","no",0,"HS or less"
"year2000",49,"male","white","S","upper 1/3","no",0,"College"
"year2000",72,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",49,"male","white","S","upper 1/3","no",1,"College"
"year2000",24,"female","other","S","upper 1/3","no",1,"College"
"year2000",33,"female","white","NE","lower 1/3","no",0,"College"
"year2000",20,"male","white","NE","upper 1/3","no",0,"College"
"year2000",52,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",41,"male","white","S","upper 1/3","no",0,"College"
"year2000",54,"male","white","S","upper 1/3","no",1,"College"
"year2000",26,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",59,"male","white","NC","middle 1/3","yes",1,"HS or less"
"year2000",70,"female","white","NC","upper 1/3","no",0,"College"
"year2000",43,"male","white","NC","upper 1/3","no",1,"College"
"year2000",51,"male","white","NC","upper 1/3","no",1,"College"
"year2000",25,"female","other","S","middle 1/3","no",1,"College"
"year2000",41,"male","other","S","lower 1/3","no",0,"College"
"year2000",22,"male","white","NE","upper 1/3","no",1,"HS or less"
"year2000",39,"female","other","W","middle 1/3","no",1,"College"
"year2000",82,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",48,"female","white","S","middle 1/3","no",0,"HS or less"
"year2000",48,"male","white","W","middle 1/3","no",1,"College"
"year2000",46,"female","white","W","lower 1/3","no",1,"College"
"year2000",58,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",37,"male","white","NC","lower 1/3","no",0,"College"
"year2000",61,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",23,"female","black","NC","upper 1/3","yes",1,"College"
"year2000",58,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",64,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",75,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",27,"female","white","NC","upper 1/3","no",0,"College"
"year2000",75,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",39,"male","white","W","upper 1/3","no",0,"College"
"year2000",28,"female","white","S","upper 1/3","no",0,"College"
"year2000",60,"male","white","S","upper 1/3","no",0,"HS or less"
"year2000",34,"female","white","S","upper 1/3","no",0,"College"
"year2000",74,"male","white","S","lower 1/3","no",1,"HS or less"
"year2000",36,"female","other","S","upper 1/3","no",1,"College"
"year2000",25,"female","black","S","lower 1/3","no",0,"HS or less"
"year2000",36,"female","black","S","upper 1/3","no",1,"College"
"year2000",41,"male","white","S","middle 1/3","no",0,"College"
"year2000",24,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",71,"male","white","W","upper 1/3","no",0,"College"
"year2000",49,"female","white","W","upper 1/3","no",1,"College"
"year2000",21,"female","other","W","lower 1/3","no",1,"College"
"year2000",20,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",69,"male","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",55,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",69,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",65,"female","white","NC","middle 1/3","no",1,"HS or less"
"year2000",31,"female","white","NC","upper 1/3","no",1,"College"
"year2000",47,"female","white","NC","middle 1/3","no",0,"HS or less"
"year2000",75,"female","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",26,"female","white","NC","lower 1/3","no",0,"College"
"year2000",44,"male","white","NC","lower 1/3","no",0,"College"
"year2000",83,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",43,"male","white","NC","middle 1/3","no",0,"College"
"year2000",26,"female","white","NC","middle 1/3","no",0,"College"
